sample_type,species,model,syn_aug,perf_met,mean,std,min,25%,50%,75%,max
stream,Ammonium-N,DL,False,test_rmse,0.1174907648896191,0.05047471027653658,0.0262163412541092,0.08930456965114518,0.1084352867410873,0.1510182152132388,0.2309565060795266
stream,Ammonium-N,DL,True,test_rmse,0.10381910142130668,0.04934086567405689,0.0313775356989634,0.07173112188192363,0.09280047442855795,0.12807629095415535,0.2242615160704285
stream,Ammonium-N,PLS,False,test_rmse,0.10424431207536214,0.05054530564211786,0.0342213636141834,0.07674250892672806,0.09194798822060404,0.12020770721459863,0.241420005048908
stream,Ammonium-N,PLS,True,test_rmse,0.1035724665278186,0.044818718630628834,0.0429533809518822,0.07384355306670401,0.09605140258845905,0.11344148255393931,0.2149678379290913
stream,Ammonium-N,RF-PCA,False,test_rmse,0.1026702881967186,0.04655238540261031,0.0291289800112861,0.07332314483748906,0.0947089378177865,0.1213456206271357,0.2137449700134054
stream,Ammonium-N,RF-PCA,True,test_rmse,0.10421959253121174,0.04236853908336986,0.0446903212235591,0.07858705877918759,0.09254185025908265,0.1207413182577409,0.2114185939074484
stream,Ammonium-N,XGB-PCA,False,test_rmse,0.11959634788902071,0.04581401275747785,0.0425900730792767,0.09735250503618256,0.12142359016521365,0.14020287235051163,0.22924257588956
stream,Ammonium-N,XGB-PCA,True,test_rmse,0.10747051131037422,0.0445466505931475,0.0448167483874862,0.07802010077660118,0.0945714740236292,0.13300295415239702,0.2198554544128186
stream,Nitrate-N,DL,False,test_rmse,0.33618566424549434,0.12708555175672165,0.1863206093420877,0.24457624998615343,0.3215750159430021,0.3915805054487533,0.6707357243737089
stream,Nitrate-N,DL,True,test_rmse,0.8318279620746489,0.511040275385142,0.3604406217219638,0.5023538483485145,0.7651158274121528,0.9648887060973637,2.553866527074031
stream,Nitrate-N,PLS,False,test_rmse,0.45629499579017213,0.22861915426875898,0.2488099647743513,0.27582628880617965,0.39929516121857267,0.5605834425068346,1.052787690067721
stream,Nitrate-N,PLS,True,test_rmse,1.3487223305993967,0.3737939999279718,0.8457810070085567,1.0840445403675698,1.3108859329499443,1.6155576942393268,2.3104228591513616
stream,Nitrate-N,RF-PCA,False,test_rmse,0.5374533231329998,0.19175447311296268,0.1650082512733104,0.39855590972917604,0.5185191022316029,0.7127579572717211,0.8628782290456393
stream,Nitrate-N,RF-PCA,True,test_rmse,0.9505699166698898,0.4590082726695391,0.3366099160626939,0.5951059516431126,0.9110975327969897,1.193330533355562,1.8491077052268503
stream,Nitrate-N,XGB-PCA,False,test_rmse,0.6005106795540882,0.2087394597901242,0.248110647389141,0.47555587724079235,0.5692136599601356,0.7349090178903457,1.0780673129204632
stream,Nitrate-N,XGB-PCA,True,test_rmse,1.138846034603752,0.5530195893436629,0.3885369844652088,0.683899656187034,1.094284806976912,1.4623799449100081,2.307735807831467
stream,TKN,DL,False,test_rmse,0.20970502938294683,0.04248872965047727,0.1297849363420328,0.19534837436859248,0.2073279629241323,0.2279846299700895,0.3317674667818834
stream,TKN,DL,True,test_rmse,0.2788468962461426,0.057681766664415504,0.1709272020983489,0.2444398865830817,0.2767605512536989,0.30758704061330483,0.4028442984349191
stream,TKN,PLS,False,test_rmse,0.1982135865962092,0.035495131344095265,0.1374570799946176,0.1703371370127607,0.1959357121977449,0.21493237389829584,0.261760930344229
stream,TKN,PLS,True,test_rmse,0.5579953240808431,0.16282879341046114,0.2856749215776963,0.41188434337255964,0.5579970627215283,0.6600981645756688,0.9401858791394088
stream,TKN,RF-PCA,False,test_rmse,0.20079114429088527,0.035681513315052295,0.1343262262160269,0.17721699959306783,0.19770026766105836,0.23164924629622674,0.2701990917086278
stream,TKN,RF-PCA,True,test_rmse,0.4618533726092826,0.1456801498101741,0.2310055825950041,0.3946176285931046,0.4473542914119144,0.5578992660384107,0.8287654725924322
stream,TKN,XGB-PCA,False,test_rmse,0.20669729422800603,0.03361742233398878,0.1607731357596624,0.18074299320604387,0.19553259871575135,0.23500533668417506,0.2740153347693759
stream,TKN,XGB-PCA,True,test_rmse,0.4887179500801614,0.16845574426320417,0.2065597259918175,0.3732148199015392,0.4750943364814375,0.5765934960473796,0.8899603299870649
stream,ON,DL,False,test_rmse,0.27524479127510476,0.03729371302164425,0.2052456394271635,0.25588278014036087,0.2644117306566989,0.29590642677617895,0.3499804302352978
stream,ON,DL,True,test_rmse,0.3549460236420704,0.07828126277182244,0.2440778466394142,0.27541449587621064,0.3541232487038697,0.3967067949239124,0.4910646835454106
stream,ON,PLS,False,test_rmse,0.2197699655498543,0.044670793975810585,0.1219947567389421,0.20364544901216042,0.22048566406122175,0.24936650209880065,0.2924629438687476
stream,ON,PLS,True,test_rmse,0.5705897608656227,0.1374753297010867,0.313724726979404,0.47733848625925246,0.5610340467889711,0.6682978706464118,0.794752819866335
stream,ON,RF-PCA,False,test_rmse,0.22663510436488882,0.04798321725619421,0.1439927647682311,0.19524818669723693,0.2223577037765517,0.259607544310014,0.3092913762657605
stream,ON,RF-PCA,True,test_rmse,0.4167847039181437,0.13515052768068445,0.1700541099252686,0.3017987819463436,0.4106005205929487,0.533937585720202,0.6295005440581569
stream,ON,XGB-PCA,False,test_rmse,0.22837068951846992,0.04189072515444063,0.1535796560350252,0.1929324562067457,0.2400856411427822,0.2579519400578501,0.306247255367867
stream,ON,XGB-PCA,True,test_rmse,0.5288848459933845,0.2570107151727922,0.233964070474408,0.33508440535141565,0.4271982375680502,0.670587994395015,1.1475719547757692
stream,TN,DL,False,test_rmse,0.48493447618878793,0.1601311048322818,0.2936888931326752,0.35781605768531155,0.45802097076451254,0.5773169549933203,0.8867488759781661
stream,TN,DL,True,test_rmse,0.7797624248827835,0.21989561671930816,0.4781805475094411,0.5696193174287345,0.8058615156817626,0.9466245516653653,1.1764720759143568
stream,TN,PLS,False,test_rmse,0.48688881970701264,0.1393430270457633,0.2660061553256208,0.3586240566090613,0.5057707692466966,0.5816005277337837,0.7323040675130054
stream,TN,PLS,True,test_rmse,1.5372535167090533,0.2900799027448943,1.008017048409512,1.3347370001221883,1.5532609666534243,1.69006670219603,2.19638183494995
stream,TN,RF-PCA,False,test_rmse,0.6867723589370807,0.18537557265489443,0.3990615208782297,0.5160260095002113,0.7576158641442352,0.837112158307698,0.9609601357776656
stream,TN,RF-PCA,True,test_rmse,0.8401088903336639,0.39075174199941637,0.4058834752870334,0.5998041828878057,0.7702580557217447,0.9677225460814274,2.1388357644707106
stream,TN,XGB-PCA,False,test_rmse,0.6514498799912676,0.23282222412296266,0.3372115507735404,0.47049286735095375,0.5913065311843994,0.7741930590761967,1.195475454242346
stream,TN,XGB-PCA,True,test_rmse,0.8164958280209381,0.6236752794008166,0.4214853562979223,0.48747556384270885,0.5897622503063609,0.8608757385241774,3.146244618743847
stream,Phosphate-P,DL,False,test_rmse,0.2791149805912142,0.06155074382469556,0.1641604228094519,0.2514598925943704,0.28866307247274436,0.31072132526242907,0.3737720424226231
stream,Phosphate-P,DL,True,test_rmse,0.24023605065943604,0.05540419171972941,0.1066814168795464,0.2058227640071857,0.2378353041833413,0.2744146262844194,0.3432438707893858
stream,Phosphate-P,PLS,False,test_rmse,0.24751313638278843,0.05459864783612041,0.1724145704937268,0.20847562674825032,0.2296804549557194,0.279125681981196,0.4118733597475769
stream,Phosphate-P,PLS,True,test_rmse,0.2337076728537451,0.04895512133652124,0.1520017005426861,0.20836336120225188,0.21863475637266064,0.2583418338297757,0.3622086371988259
stream,Phosphate-P,RF-PCA,False,test_rmse,0.2317553815259034,0.04250712007759453,0.1692131447144229,0.20055686901955327,0.22825775978213098,0.25532165021016706,0.324604998354022
stream,Phosphate-P,RF-PCA,True,test_rmse,0.23078193183703424,0.05034012911038952,0.1444262845240306,0.20254416636205574,0.21830752922446128,0.26367933289461787,0.3510326370199406
stream,Phosphate-P,XGB-PCA,False,test_rmse,0.24403167387319974,0.04157465941608465,0.1437196873914839,0.21414778150416378,0.2473315724655312,0.2732751681112881,0.3170994632225262
stream,Phosphate-P,XGB-PCA,True,test_rmse,0.2377378039554165,0.04854094393427923,0.1534269938024836,0.20561130989726964,0.2338492157015335,0.2737601743806472,0.3288979927361825
stream,TP,DL,False,test_rmse,0.24202199385975112,0.044342483500529974,0.1227522064677981,0.2214450068017553,0.24933808791144144,0.26940053687039556,0.3283119513806261
stream,TP,DL,True,test_rmse,0.23220649359091286,0.03733804485998301,0.1438568433861295,0.21510924135241064,0.23434828657501133,0.2552978752175174,0.2884292844985476
stream,TP,PLS,False,test_rmse,0.2554587477471345,0.052093267802926314,0.1542017686078418,0.2319377358361507,0.2545871181331305,0.26991784592558515,0.4099021122066963
stream,TP,PLS,True,test_rmse,0.23075863228467552,0.03669965499274134,0.1309613423501019,0.21049537699613766,0.2421015882689584,0.2564728677713969,0.276887415490792
stream,TP,RF-PCA,False,test_rmse,0.2245290682897096,0.03416935872678473,0.1695726863228226,0.19186658786719496,0.22963081641379063,0.2502336985485048,0.2701709286040702
stream,TP,RF-PCA,True,test_rmse,0.22932922653279947,0.040163928892755336,0.1337229431817219,0.20796712502291204,0.24182230226428747,0.2616681554185338,0.2743564776785472
stream,TP,XGB-PCA,False,test_rmse,0.2374155735140734,0.04331897949257207,0.1586761614459628,0.20245149716995592,0.2429809337939367,0.2639952153457294,0.3163728119901667
stream,TP,XGB-PCA,True,test_rmse,0.22983620100768004,0.0395098984122663,0.158757008397574,0.19648096725996955,0.22970122444662527,0.2632863076369161,0.3032255071092133
stream,OP,DL,False,test_rmse,0.02646129538465742,0.004280354883637353,0.0180437908529063,0.023830384205331925,0.0265999789113952,0.030067635141323948,0.0335606146942068
stream,OP,DL,True,test_rmse,0.027673058706076503,0.0038530724956858334,0.0201252308210694,0.025473415606940525,0.02719476353626665,0.03001312946826965,0.0347797952430001
stream,OP,PLS,False,test_rmse,0.029556320043229674,0.005583846576714122,0.0174673353691751,0.026419575283493972,0.029622193586557148,0.03329668634559365,0.0422032388672826
stream,OP,PLS,True,test_rmse,0.03017355502132879,0.005877736637164873,0.020531629404215,0.02539648693452655,0.03105699627159285,0.03497469490344378,0.0378777374913581
stream,OP,RF-PCA,False,test_rmse,0.026320942399421905,0.004135699270894648,0.0169757302799014,0.02409652920683705,0.02722650276597345,0.028877265486819147,0.0328655124758253
stream,OP,RF-PCA,True,test_rmse,0.026853276734296754,0.0036641045707932365,0.0199795835871383,0.023863757017479125,0.0279920238286511,0.02961415319009575,0.0318721133639547
stream,OP,XGB-PCA,False,test_rmse,0.02926524459668664,0.003958882939311781,0.021465759865417,0.027108803464468926,0.028740169337039698,0.0314057130016208,0.0377205164943674
stream,OP,XGB-PCA,True,test_rmse,0.027609723691209103,0.0043814013538222,0.0204727651620866,0.023268785774593875,0.02900100041312055,0.0309977835714803,0.0325784445614401
HNSd30,Nitrate-N,DL,False,test_rmse,41.2266246025183,37.76574442149384,19.928672271723663,26.975143215351324,32.9700309589722,38.08176887402293,197.3413828917276
HNSd30,Nitrate-N,DL,True,test_rmse,29.40826430303805,8.538249297736632,15.441191224865277,26.416956138831722,28.07111284976174,31.601579169333203,57.44642862113741
HNSd30,Nitrate-N,PLS,False,test_rmse,31.203759361210064,8.572800402086031,23.205626337591088,25.79300680794998,28.501406916417373,33.838379989255415,61.46319615201951
HNSd30,Nitrate-N,PLS,True,test_rmse,27.768339426290208,7.734379470741569,17.859182621193256,24.924090766833636,26.219653372478042,28.597242799410928,57.23306255926972
HNSd30,Nitrate-N,RF-PCA,False,test_rmse,25.863521387658135,5.511375260856307,17.74803209889985,22.472140152669805,24.64109661033373,29.383557555349483,38.12617906817462
HNSd30,Nitrate-N,RF-PCA,True,test_rmse,29.471300268641283,7.930169647065701,21.614786138236063,24.592084893522316,28.07249430249374,31.321830575265853,57.88409712489939
HNSd30,Nitrate-N,XGB-PCA,False,test_rmse,26.30880228995914,5.575050691421615,17.55431512898566,22.685680735985517,25.191727140218845,29.85234758190099,39.629084187224
HNSd30,Nitrate-N,XGB-PCA,True,test_rmse,31.512685101499994,6.640307687352863,21.95500395,28.1831284825,29.871401135,33.766074495,53.35656941
HNSd30,Sulfate,DL,False,test_rmse,45.82342616925888,27.910429914315948,20.97435694661237,31.54076242719608,36.8450730302192,44.905621849759314,141.87235409361426
HNSd30,Sulfate,DL,True,test_rmse,66.02629958336718,12.38157461591704,34.70547415567788,61.483825773827675,65.63406656319331,70.35055324835437,95.9457920955682
HNSd30,Sulfate,PLS,False,test_rmse,35.47046624201123,8.708783683654822,23.984300228891875,28.41605534548362,35.76464539266796,40.64441163924665,56.7195772966948
HNSd30,Sulfate,PLS,True,test_rmse,42.08284496658652,11.959394300173837,28.62161859639595,34.25750589721926,38.69114243164174,47.87597912760984,78.30884904431618
HNSd30,Sulfate,RF-PCA,False,test_rmse,31.345771026200755,4.836533167952152,21.839305707458145,28.86163632856869,32.281684199765074,34.49695898078281,38.83708652472252
HNSd30,Sulfate,RF-PCA,True,test_rmse,32.132578658973664,5.642906897646912,23.22477978160922,27.58848120321757,32.54624173622118,35.56494915577947,46.15866933830272
HNSd30,Sulfate,XGB-PCA,False,test_rmse,32.628119348285544,6.309586838306677,18.158461744922047,29.284135969233585,31.784591315794096,35.127583905844006,45.945556290238144
HNSd30,Sulfate,XGB-PCA,True,test_rmse,34.703380220511065,5.817132805894109,23.94119873559254,31.701808549388687,35.19421151222895,37.93343180363467,49.153743499914114
HNSd30,Ammonium-N,DL,False,test_rmse,4.412912759545532,0.706441385413426,2.863327664233186,3.977472003942556,4.332484313798557,4.881313918507381,6.027988786164767
HNSd30,Ammonium-N,DL,True,test_rmse,5.056990578021091,0.7116565792026491,3.548230396468881,4.857517141620604,5.116415542277554,5.363002536478571,6.466845944957735
HNSd30,Ammonium-N,PLS,False,test_rmse,3.756022820591588,1.1871674587205487,2.691960468325433,3.0492769461201528,3.331111588902517,4.1071840639608155,7.901191204296075
HNSd30,Ammonium-N,PLS,True,test_rmse,4.845179324274507,0.6374304272452369,3.8530183964763713,4.4358622200838065,4.866992774931733,5.244715616222885,6.109814747036473
HNSd30,Ammonium-N,RF-PCA,False,test_rmse,3.316214468299335,0.6606629758698298,2.175683139156723,2.8833756295303106,3.142230115130581,3.8115159215682084,4.478937399180367
HNSd30,Ammonium-N,RF-PCA,True,test_rmse,4.645803267643425,0.7039666057491413,3.754394073841322,4.098058604923513,4.414876947818328,5.117220678886579,6.116436546511521
HNSd30,Ammonium-N,XGB-PCA,False,test_rmse,3.53367806425877,0.7291083979102309,2.4639389371898024,2.8565125631942605,3.461147453123131,4.050922396883811,4.843494559551489
HNSd30,Ammonium-N,XGB-PCA,True,test_rmse,4.5762151249,0.7744853156842669,3.183597411,4.15095568825,4.4472355815,4.85846122675,6.233980166
HNSd30,Phosphorus,DL,False,test_rmse,13.389864480349107,3.2232136187119083,8.30154503813271,11.006809853014582,13.642403977385907,14.730745041548227,20.7375399351336
HNSd30,Phosphorus,DL,True,test_rmse,17.965984924693366,4.17442794825076,10.210742194655628,16.187139478873085,17.80473598830268,20.100785542719176,25.68977210770991
HNSd30,Phosphorus,PLS,False,test_rmse,10.432052913854115,2.7830337937486034,5.283752370321318,9.227796043014562,10.28732775453344,12.087031609545226,14.902426462094745
HNSd30,Phosphorus,PLS,True,test_rmse,12.405187487361044,3.2994958226024265,7.016945524427216,9.73455365491674,11.742379037858864,14.961313809098968,18.595993899996337
HNSd30,Phosphorus,RF-PCA,False,test_rmse,9.710027337402746,3.4548495824814385,5.33051555241612,6.4607425614420215,9.466559395820578,12.163620390009042,15.352960750073365
HNSd30,Phosphorus,RF-PCA,True,test_rmse,10.059212136124366,2.710324890884246,6.041900239356261,7.639344089654488,10.25069738521428,11.367998219235757,15.02742237250264
HNSd30,Phosphorus,XGB-PCA,False,test_rmse,10.491302221246976,3.826736057175275,5.0352545608825015,7.348949718049209,9.906646792911634,12.320552625604305,18.97633327125079
HNSd30,Phosphorus,XGB-PCA,True,test_rmse,11.4551241776,2.818138825044435,6.562500146,9.81476188975,11.485850865,13.24967571,17.16439588
HNSd30,Potassium,DL,False,test_rmse,42.49034807435706,10.071989069319043,26.334193823205,35.359823128048184,40.69131183417704,53.4352631352681,58.14404131351399
HNSd30,Potassium,DL,True,test_rmse,54.672458070150654,11.77667054933751,32.77885708504179,47.179811761043,56.04366324813492,61.38985738198586,73.43050166665031
HNSd30,Potassium,PLS,False,test_rmse,40.8172608641804,8.83490488767747,25.70782448465596,33.52652532834454,41.808081799670994,45.406217159480875,59.36965953678266
HNSd30,Potassium,PLS,True,test_rmse,45.67583551980321,7.87059342245496,33.05732518963164,37.02343196924875,46.65653309937775,51.23225682663485,58.48361697010631
HNSd30,Potassium,RF-PCA,False,test_rmse,33.841323922926705,4.9921563856716356,25.57151254259316,30.813335428538558,32.565375795725515,37.330298626418816,44.64164803029376
HNSd30,Potassium,RF-PCA,True,test_rmse,42.91184641213684,9.633694016402297,24.73981930979714,37.41219534501456,43.03000663740122,50.414757956224236,59.56178278446089
HNSd30,Potassium,XGB-PCA,False,test_rmse,38.03216349477093,9.862450199170288,23.76251842382736,33.06800302046943,35.90323037842612,41.39775965294861,62.034205884290486
HNSd30,Potassium,XGB-PCA,True,test_rmse,45.414742391000004,9.537772988878396,28.14423775,40.3153976425,45.647469625,51.391854025,61.09216653
HNSd30,Calcium,DL,False,test_rmse,25.906889899915775,6.048611768648266,14.75545414412359,20.70386647211163,26.109676154096306,28.705887518030437,37.84883145554489
HNSd30,Calcium,DL,True,test_rmse,34.849214687882984,13.061929327905998,22.948833867654,28.365927935196446,32.1196318329393,36.58223747277265,83.334518475562
HNSd30,Calcium,PLS,False,test_rmse,24.667674623687184,6.1119994299324585,12.968227293496646,20.804444612552807,24.149675825007158,29.184105865723108,40.69394691853754
HNSd30,Calcium,PLS,True,test_rmse,27.40485476415398,5.117911552320335,15.92908371511172,23.815620409569107,27.164141734192015,31.162954967432526,38.56175676305387
HNSd30,Calcium,RF-PCA,False,test_rmse,22.359174889293207,4.7540739024433964,9.4007530494824,19.288929647601094,23.243056923800808,25.265702476378802,29.1775209897796
HNSd30,Calcium,RF-PCA,True,test_rmse,24.493589504992084,5.287608585105461,14.847846992585318,21.144473060527876,24.42286431293869,27.503711164550854,39.64035963357978
HNSd30,Calcium,XGB-PCA,False,test_rmse,22.880164887466385,4.863870491310365,10.977106985412105,21.399885334590195,22.992873716906963,25.802929487048708,30.369436897957645
HNSd30,Calcium,XGB-PCA,True,test_rmse,26.731251469999997,5.258492391170624,19.85356138,22.4837186375,26.521723725,30.0283947675,37.78807126
HNSd30,Magnesium,DL,False,test_rmse,9.272092649943485,3.16354927303983,5.201963848144822,7.576274643003753,8.60598358851046,9.809874118373248,18.93859496932976
HNSd30,Magnesium,DL,True,test_rmse,15.426961225060207,2.8376305460410465,8.639957945408332,14.034269894084053,15.859406116931414,17.543617396022036,19.803883259223905
HNSd30,Magnesium,PLS,False,test_rmse,8.314410444434746,1.5977123106272715,5.869315762545909,7.344747349716773,8.512594134573774,8.926304641624705,12.768171333685936
HNSd30,Magnesium,PLS,True,test_rmse,9.037257356594008,2.248793178850395,6.327542757210636,7.39471352993239,8.555236964961706,10.358037279963058,14.854967919217
HNSd30,Magnesium,RF-PCA,False,test_rmse,7.648217931032702,1.2159994462082366,5.511210869772077,6.649075425607431,7.439424769280155,8.537434376444942,9.877659183276451
HNSd30,Magnesium,RF-PCA,True,test_rmse,7.672040697913117,1.180432372309392,5.809540036380427,6.853142228760184,7.534730600979561,8.59514884013446,9.826800209263768
HNSd30,Magnesium,XGB-PCA,False,test_rmse,8.324657656153557,1.3411665996511777,6.459261572373471,7.207707862635398,8.201923326798989,8.923039259352274,11.427308879134106
HNSd30,Magnesium,XGB-PCA,True,test_rmse,8.8227953026,1.8012827666869922,6.105269803,7.71169817275,8.7330048195,9.362337317,13.02423376
HNSd30,Boron,DL,False,test_rmse,0.11575741959954844,0.028299167492112007,0.0635921883130376,0.09974172693628486,0.12005695808877351,0.1393424556957259,0.1625571685412408
HNSd30,Boron,DL,True,test_rmse,0.16259453479912483,0.02455251527947877,0.1224085307406048,0.1465414032927455,0.1620048031905503,0.16919419122588153,0.2225255231191922
HNSd30,Boron,PLS,False,test_rmse,0.1022753186260343,0.037812367559396015,0.0517998812197204,0.07280608484828448,0.0817012090485608,0.13653664614423391,0.1576577311134923
HNSd30,Boron,PLS,True,test_rmse,0.0873391037312071,0.035471418306377636,0.0560955486300204,0.06438244048024322,0.07314794488950915,0.09048510531822347,0.1666938657601255
HNSd30,Boron,RF-PCA,False,test_rmse,0.08329463633159291,0.03163342675708789,0.0579289535045932,0.06403199442672505,0.07155568177348245,0.08053258944256668,0.1467907282001673
HNSd30,Boron,RF-PCA,True,test_rmse,0.08447865654134935,0.03484323243508504,0.0512477574244111,0.06249216730019495,0.07284964423727094,0.08660852668458843,0.1610938644193674
HNSd30,Boron,XGB-PCA,False,test_rmse,0.10966783486192748,0.031738973650019736,0.0592469878816064,0.07849272814761447,0.10423516234018115,0.13997843134846785,0.1646798772557181
HNSd30,Boron,XGB-PCA,True,test_rmse,0.09264747645000002,0.0327421762578907,0.058949373,0.0700398365,0.082524142,0.1003468885,0.166254911
HNSd30,Zinc,DL,False,test_rmse,0.15968092101723053,0.029643568037620784,0.1021705135723553,0.13770583575513165,0.1631543923180165,0.17931814140494468,0.2096530712987897
HNSd30,Zinc,DL,True,test_rmse,0.21997672929460763,0.057484245342570246,0.1171659799434203,0.18663134964708356,0.20902685557074904,0.24785640761014224,0.3410286119275413
HNSd30,Zinc,PLS,False,test_rmse,0.14514319006145793,0.03001716230894936,0.0837155700530255,0.13345085457334382,0.1431899823580825,0.15369498569361964,0.1973915385157506
HNSd30,Zinc,PLS,True,test_rmse,0.21903222692584565,0.03902156747793719,0.1553132014180971,0.19132648963511154,0.2153701056417661,0.25812834817059355,0.2756744206440119
HNSd30,Zinc,RF-PCA,False,test_rmse,0.12931985451976252,0.038638436122995536,0.0698740716128724,0.09859463503919748,0.12337589891804934,0.15912565181464455,0.2089598906681075
HNSd30,Zinc,RF-PCA,True,test_rmse,0.1784697298859534,0.03740780539483957,0.1028179129987708,0.15648794945525016,0.1821306886254008,0.20336808862051053,0.2473562913454297
HNSd30,Zinc,XGB-PCA,False,test_rmse,0.14534292398552248,0.03188530559180109,0.0998372915384059,0.12492223233507199,0.14593825949605416,0.16136717489834618,0.2141589032256988
HNSd30,Zinc,XGB-PCA,True,test_rmse,0.23637551470000004,0.04947951634053971,0.119126979,0.21720409000000002,0.244777747,0.25753299325,0.332521156
HNSd30,Manganese,DL,False,test_rmse,0.24856243810458664,0.046570158716657824,0.1495406858771034,0.21861070070640892,0.25464732644609084,0.28389507070817654,0.3470812324379766
HNSd30,Manganese,DL,True,test_rmse,0.3770195638928671,0.0679750195279911,0.2480983960408085,0.3458900502045126,0.3770505925839064,0.41485072190817446,0.5382569593160192
HNSd30,Manganese,PLS,False,test_rmse,0.19612518510125557,0.048469869623885935,0.1389835084807045,0.1708117973655549,0.18685003151606383,0.2025529242669934,0.3403467375979959
HNSd30,Manganese,PLS,True,test_rmse,0.34188234453156335,0.06658764808174324,0.2043754148223442,0.2969360241946472,0.34139402424548654,0.39737674218164054,0.4500712948541119
HNSd30,Manganese,RF-PCA,False,test_rmse,0.18454385896581585,0.023791307139623005,0.1374145242926519,0.1683101052403166,0.18334892828949217,0.19904777537188348,0.2277737732072693
HNSd30,Manganese,RF-PCA,True,test_rmse,0.2914415336262059,0.04692592328506392,0.211713729746471,0.26039692288847494,0.28053247233970197,0.31416750705993324,0.3888755034543176
HNSd30,Manganese,XGB-PCA,False,test_rmse,0.1990418604859713,0.024443098219512415,0.1589604282611934,0.1759954929374859,0.19927045212633404,0.21447060108787144,0.2459744071057236
HNSd30,Manganese,XGB-PCA,True,test_rmse,0.2865240582,0.03901080752100867,0.233669453,0.2544348875,0.27699229550000004,0.30528615975,0.372245163
